#input_bin	[u|k]_[S|G|F]GBid:taxa_level:taxonomy:avg_dist	top_hit_sp	top_hit_genome
737-512	kSGB_27874:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Metaprevotella|s__Metaprevotella_massiliensis|t__SGB27874:0.116558	Metaprevotella_massiliensis	SGB27874
735-510	uSGB_6013:Genus:k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_SGB6013|t__SGB6013:0.14941666666666667	Fusobacterium_SGB6013	SGB6013
736-511	kSGB_3589:Species:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_maltophilum|t__SGB3589:0.183722	Treponema_maltophilum	SGB3589
762-535	kSGB_1556:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_fusca|t__SGB1556:0.258493	Prevotella_fusca	SGB1556
751-525	uSGB_48490:Genus:k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Synechococcales|f__Prochloraceae|g__Prochlorococcus|s__Prochlorococcus_SGB48490|t__SGB48490:0.191209	Prochlorococcus_SGB48490	SGB48490
749-523	uSGB_6004:Genus:k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_SGB6004|t__SGB6004:0.196218	Fusobacterium_SGB6004	SGB6004
760-533	kSGB_3608:Species:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_sp_OMZ_838|t__SGB3608:0.35328	Treponema_sp_OMZ_838	SGB3608
742-517	kSGB_1527:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_enoeca|t__SGB1527:0.184912	Prevotella_enoeca	SGB1527
741-516	uSGB_48583:Other:k__Bacteria|p__Bacteroidetes|c__CFGB11887|o__OFGB11887|f__FGB11887|g__GGB34492|s__GGB34492_SGB48583|t__SGB48583:0.220489	GGB34492_SGB48583	SGB48583
746-520	kSGB_27874:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Metaprevotella|s__Metaprevotella_massiliensis|t__SGB27874:0.183572	Metaprevotella_massiliensis	SGB27874
755-529	kSGB_3602:Species:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_vincentii|t__SGB3602:0.17764575000000002	Treponema_vincentii	SGB3602
761-534	kSGB_6631:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Johnsonella|s__Johnsonella_ignava|t__SGB6631:0.26546	Johnsonella_ignava	SGB6631
750-524	uSGB_53627:Family:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB39445|s__GGB39445_SGB53627|t__SGB53627:0.156865	GGB39445_SGB53627	SGB53627
759-532	kSGB_1545:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_jejuni|t__SGB1545:0.21597576190476192	Prevotella_jejuni	SGB1545
544-339	kSGB_4503:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Catonella|s__Catonella_morbi|t__SGB4503:0.1070271	Catonella_morbi	SGB4503
734-50	uSGB_1316:Other:k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB494|o__OFGB494|f__FGB494|g__GGB1022|s__GGB1022_SGB1316|t__SGB1316:0.0587526	GGB1022_SGB1316	SGB1316
764-537	kSGB_4503:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Catonella|s__Catonella_morbi|t__SGB4503:0.19180899999999998	Catonella_morbi	SGB4503
733-509	uSGB_3592:Other:k__Bacteria|p__Spirochaetes|c__CFGB1017|o__OFGB1017|f__FGB1017|g__GGB2666|s__GGB2666_SGB3592|t__SGB3592:0.224525	GGB2666_SGB3592	SGB3592
776-548	kSGB_50743:Species:k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_cholerae|t__SGB50743:0.178964	Vibrio_cholerae	SGB50743
766-539	kSGB_1527:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_enoeca|t__SGB1527:0.182699	Prevotella_enoeca	SGB1527
770-542	kSGB_3602:Species:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_vincentii|t__SGB3602:0.22121549999999998	Treponema_vincentii	SGB3602
775-547	uSGB_5896:Genus:k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas_SGB5896|t__SGB5896:0.3417116666666667	Selenomonas_SGB5896	SGB5896
765-538	kSGB_3602:Species:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_vincentii|t__SGB3602:0.12361425000000001	Treponema_vincentii	SGB3602
769-541	uSGB_6013:Genus:k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_SGB6013|t__SGB6013:0.23209833333333332	Fusobacterium_SGB6013	SGB6013
774-546	kSGB_46317:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis|t__SGB46317:0.145727	Bacteroides_uniformis	SGB46317
758-531	kSGB_6891:Species:k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__candidate_division_SR1_bacterium_MGEHA|t__SGB6891:0.088924776	candidate_division_SR1_bacterium_MGEHA	SGB6891
786-557	uSGB_13:Other:k__Bacteria|p__Tenericutes|c__CFGB10|o__OFGB10|f__FGB10|g__GGB13|s__GGB13_SGB13|t__SGB13:0.405585	GGB13_SGB13	SGB13
783-554	uSGB_1553:Genus:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1553|t__SGB1553:0.279978	Prevotella_SGB1553	SGB1553
780-551	uSGB_47522:Family:k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinobacteria_unclassified|f__Actinobacteria_unclassified|g__GGB39918|s__GGB39918_SGB47522|t__SGB47522:0.228939	GGB39918_SGB47522	SGB47522
771-543	kSGB_1545:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_jejuni|t__SGB1545:0.22633314285714284	Prevotella_jejuni	SGB1545
772-544	kSGB_1411:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_tannerae|t__SGB1411:0.2506430909090909	Alloprevotella_tannerae	SGB1411
782-553	kSGB_6011:Species:k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_nucleatum|t__SGB6011:0.27590461538461536	Fusobacterium_nucleatum	SGB6011
785-556	kSGB_1411:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_tannerae|t__SGB1411:0.2935609090909091	Alloprevotella_tannerae	SGB1411
779-550	uSGB_48451:Other:k__Bacteria|p__Bacteroidetes|c__CFGB14909|o__OFGB14909|f__FGB14909|g__GGB41033|s__GGB41033_SGB48451|t__SGB48451:0.188686	GGB41033_SGB48451	SGB48451
773-545	uSGB_3585:Genus:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_SGB3585|t__SGB3585:0.23408290000000004	Treponema_SGB3585	SGB3585
777-549	uSGB_3603:Genus:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_SGB3603|t__SGB3603:0.19862950000000001	Treponema_SGB3603	SGB3603
788-559	uSGB_36234:Other:k__Bacteria|p__Bacteroidetes|c__CFGB950|o__OFGB950|f__FGB950|g__GGB24394|s__GGB24394_SGB36234|t__SGB36234:0.40558500000000003	GGB24394_SGB36234	SGB36234
787-558	uSGB_3615:Genus:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_SGB3615|t__SGB3615:0.196705	Treponema_SGB3615	SGB3615
753-527	kSGB_5986:Species:k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_necrophorum|t__SGB5986:0.11341837777777777	Fusobacterium_necrophorum	SGB5986
667-44	kSGB_1543:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_histicola|t__SGB1543:0.029500278666666664	Prevotella_histicola	SGB1543
781-552	uSGB_3603:Genus:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_SGB3603|t__SGB3603:0.176129	Treponema_SGB3603	SGB3603
678-45	kSGB_1861:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron|t__SGB1861:0.04533032759856631	Bacteroides_thetaiotaomicron	SGB1861
796-566	kSGB_29510:Species:k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus|s__Anaerococcus_sp_Marseille_P2143|t__SGB29510:0.339586	Anaerococcus_sp_Marseille_P2143	SGB29510
210-118	kSGB_1855:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis|t__SGB1855:0.017509866890012642	Bacteroides_fragilis	SGB1855
793-563	kSGB_6652:Species:k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_sp_oral_taxon_393|t__SGB6652:0.306598	Parvimonas_sp_oral_taxon_393	SGB6652
791-561	kSGB_21554:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_oral_taxon_376|t__SGB21554:0.236445	Prevotella_sp_oral_taxon_376	SGB21554
801-570	kSGB_747:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_sp_MV1|t__SGB747:0.3661503333333333	Peptostreptococcus_sp_MV1	SGB747
812-580	kSGB_1527:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_enoeca|t__SGB1527:0.320287	Prevotella_enoeca	SGB1527
802-571	uSGB_1:Other:k__Bacteria|p__Firmicutes|c__CFGB1|o__OFGB1|f__FGB1|g__GGB1|s__GGB1_SGB1|t__SGB1:1.0	GGB1_SGB1	SGB1
794-564	kSGB_27874:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Metaprevotella|s__Metaprevotella_massiliensis|t__SGB27874:0.276697	Metaprevotella_massiliensis	SGB27874
805-574	kSGB_50666:Species:k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria_unclassified|f__Gammaproteobacteria_unclassified|g__Candidatus_Nardonella|s__Candidatus_Nardonella_dryophthoridicola|t__SGB50666:0.405585	Candidatus_Nardonella_dryophthoridicola	SGB50666
804-573	kSGB_3924:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_pumilum|t__SGB3924:0.320287	Mogibacterium_pumilum	SGB3924
799-569	kSGB_3583:Species:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_socranskii|t__SGB3583:0.203328	Treponema_socranskii	SGB3583
790-560	kSGB_8026:Species:k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_constellatus|t__SGB8026:0.16476492592592593	Streptococcus_constellatus	SGB8026
789-55	kSGB_11292:Species:k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_sp_BTAi1|t__SGB11292:0.19535	Bradyrhizobium_sp_BTAi1	SGB11292
768-540	kSGB_1855:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis|t__SGB1855:0.15822032616940582	Bacteroides_fragilis	SGB1855
795-565	uSGB_3590:Genus:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_SGB3590|t__SGB3590:0.231311	Treponema_SGB3590	SGB3590
803-572	kSGB_1527:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_enoeca|t__SGB1527:0.291447	Prevotella_enoeca	SGB1527
806-575	uSGB_1553:Genus:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1553|t__SGB1553:0.320287	Prevotella_SGB1553	SGB1553
800-56	uSGB_45339:Other:k__Bacteria|p__Firmicutes|c__CFGB11478|o__OFGB11478|f__FGB11478|g__GGB33658|s__GGB33658_SGB45339|t__SGB45339:0.372583	GGB33658_SGB45339	SGB45339
808-577	kSGB_3612:Species:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_denticola|t__SGB3612:0.26803	Treponema_denticola	SGB3612
462-265	uSGB_3603:Genus:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_SGB3603|t__SGB3603:0.02274235	Treponema_SGB3603	SGB3603
798-568	kSGB_27874:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Metaprevotella|s__Metaprevotella_massiliensis|t__SGB27874:0.228939	Metaprevotella_massiliensis	SGB27874
792-562	uSGB_4492:Genus:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoanaerobaculum|s__Lachnoanaerobaculum_SGB4492|t__SGB4492:0.279978	Lachnoanaerobaculum_SGB4492	SGB4492
807-576	kSGB_6001:Species:k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_nucleatum|t__SGB6001:0.2163628235294118	Fusobacterium_nucleatum	SGB6001
813-581	kSGB_27874:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Metaprevotella|s__Metaprevotella_massiliensis|t__SGB27874:0.209345	Metaprevotella_massiliensis	SGB27874
814-582	kSGB_3584:Species:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_socranskii|t__SGB3584:0.6644825	Treponema_socranskii	SGB3584
797-567	kSGB_6007:Species:k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_nucleatum|t__SGB6007:0.24370079069767442	Fusobacterium_nucleatum	SGB6007
818-586	uSGB_47262:Other:k__Bacteria|p__Firmicutes|c__CFGB12835|o__OFGB12835|f__FGB12835|g__GGB36294|s__GGB36294_SGB47262|t__SGB47262:0.287309	GGB36294_SGB47262	SGB47262
402-210	kSGB_6014:Species:k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_nucleatum|t__SGB6014:0.04750252	Fusobacterium_nucleatum	SGB6014
816-584	uSGB_1538:Family:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1188|s__GGB1188_SGB1538|t__SGB1538:0.3177815	GGB1188_SGB1538	SGB1538
819-587	uSGB_1553:Genus:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1553|t__SGB1553:0.328965	Prevotella_SGB1553	SGB1553
700-47	kSGB_4483:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoanaerobaculum|s__Lachnoanaerobaculum_orale|t__SGB4483:0.05262207321428571	Lachnoanaerobaculum_orale	SGB4483
810-579	kSGB_1564:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_pallens|t__SGB1564:0.18676295161290324	Prevotella_pallens	SGB1564
817-585	uSGB_47302:Family:k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__GGB33956|s__GGB33956_SGB47302|t__SGB47302:0.258493	GGB33956_SGB47302	SGB47302
820-588	uSGB_26893:Genus:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_SGB26893|t__SGB26893:0.320287	Eubacterium_SGB26893	SGB26893
763-536	kSGB_29027:Species:k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_canifelinum|t__SGB29027:0.109933	Fusobacterium_canifelinum	SGB29027
821-589	kSGB_29505:Species:k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_obesi|t__SGB29505:0.221466	Peptoniphilus_obesi	SGB29505
825-592	uSGB_3609:Family:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__GGB2674|s__GGB2674_SGB3609|t__SGB3609:0.339586	GGB2674_SGB3609	SGB3609
815-583	uSGB_3603:Genus:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_SGB3603|t__SGB3603:0.2000385	Treponema_SGB3603	SGB3603
830-597	kSGB_4503:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Catonella|s__Catonella_morbi|t__SGB4503:0.299131	Catonella_morbi	SGB4503
840-605	kSGB_1527:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_enoeca|t__SGB1527:0.283502	Prevotella_enoeca	SGB1527
835-600	kSGB_5934:Species:k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma_salivarium|t__SGB5934:0.23322819999999997	Mycoplasma_salivarium	SGB5934
824-591	kSGB_3583:Species:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_socranskii|t__SGB3583:0.23782	Treponema_socranskii	SGB3583
842-607	uSGB_3604:Genus:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_SGB3604|t__SGB3604:0.300994	Treponema_SGB3604	SGB3604
832-599	kSGB_27871:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_ihumii|t__SGB27871:0.211692	Prevotella_ihumii	SGB27871
841-606	kSGB_12996:Species:k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_vietnamiensis|t__SGB12996:0.9883448039215686	Burkholderia_vietnamiensis	SGB12996
839-604	uSGB_47354:Other:k__Bacteria|p__Firmicutes|c__CFGB10578|o__OFGB10578|f__FGB10578|g__GGB32200|s__GGB32200_SGB47354|t__SGB47354:0.216771	GGB32200_SGB47354	SGB47354
826-593	kSGB_748:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_stomatis|t__SGB748:0.24425022222222217	Peptostreptococcus_stomatis	SGB748
837-602	kSGB_27874:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Metaprevotella|s__Metaprevotella_massiliensis|t__SGB27874:0.210897	Metaprevotella_massiliensis	SGB27874
843-608	kSGB_27871:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_ihumii|t__SGB27871:0.300994	Prevotella_ihumii	SGB27871
823-590	kSGB_3936:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_infirmum|t__SGB3936:0.21939799999999998	Eubacterium_infirmum	SGB3936
838-603	kSGB_6942:Species:k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula|t__SGB6942:0.165549	Veillonella_parvula	SGB6942
828-595	kSGB_27874:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Metaprevotella|s__Metaprevotella_massiliensis|t__SGB27874:0.138079	Metaprevotella_massiliensis	SGB27874
844-609	uSGB_3586:Genus:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_SGB3586|t__SGB3586:0.328965	Treponema_SGB3586	SGB3586
831-598	kSGB_3584:Species:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_socranskii|t__SGB3584:0.24655899999999997	Treponema_socranskii	SGB3584
829-596	kSGB_1545:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_jejuni|t__SGB1545:0.18454833333333331	Prevotella_jejuni	SGB1545
836-601	kSGB_3616:Species:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_putidum|t__SGB3616:0.300994	Treponema_putidum	SGB3616
847-611	uSGB_3615:Genus:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_SGB3615|t__SGB3615:0.328965	Treponema_SGB3615	SGB3615
846-610	uSGB_46639:Genus:k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_unclassified|g__Burkholderiales_unclassified|s__Burkholderiales_unclassified_SGB46639|t__SGB46639:0.213325	Burkholderiales_unclassified_SGB46639	SGB46639
849-613	uSGB_48432:Other:k__Bacteria|p__Bacteroidetes|c__CFGB10559|o__OFGB10559|f__FGB10559|g__GGB32174|s__GGB32174_SGB48432|t__SGB48432:0.219531	GGB32174_SGB48432	SGB48432
809-578	kSGB_6891:Species:k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__candidate_division_SR1_bacterium_MGEHA|t__SGB6891:0.049737008000000006	candidate_division_SR1_bacterium_MGEHA	SGB6891
848-612	kSGB_6710:Species:k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_asaccharolyticus|t__SGB6710:0.320287	Peptoniphilus_asaccharolyticus	SGB6710
850-614	kSGB_19342:Species:k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_concisus|t__SGB19342:0.23782	Campylobacter_concisus	SGB19342
784-555	uSGB_48451:Other:k__Bacteria|p__Bacteroidetes|c__CFGB14909|o__OFGB14909|f__FGB14909|g__GGB41033|s__GGB41033_SGB48451|t__SGB48451:0.114684	GGB41033_SGB48451	SGB48451
852-616	uSGB_1314:Other:k__Bacteria|p__Firmicutes|c__CFGB494|o__OFGB494|f__FGB494|g__GGB1021|s__GGB1021_SGB1314|t__SGB1314:0.3062335	GGB1021_SGB1314	SGB1314
857-620	kSGB_3323:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_marshii|t__SGB3323:0.279978	Prevotella_marshii	SGB3323
859-622	uSGB_5841:Genus:k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_SGB5841|t__SGB5841:0.219531	Dialister_SGB5841	SGB5841
855-619	uSGB_8012:Genus:k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_SGB8012|t__SGB8012:0.291447	Streptococcus_SGB8012	SGB8012
853-617	kSGB_3613:Species:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_denticola|t__SGB3613:0.25216336	Treponema_denticola	SGB3613
862-625	kSGB_3323:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_marshii|t__SGB3323:0.207109	Prevotella_marshii	SGB3323
851-615	uSGB_21383:Other:k__Bacteria|p__Bacteroidetes|c__CFGB4845|o__OFGB4845|f__FGB4845|g__GGB13958|s__GGB13958_SGB21383|t__SGB21383:0.4055849999999999	GGB13958_SGB21383	SGB21383
858-621	kSGB_24947:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_oral_taxon_500|t__SGB24947:0.205675	Lachnospiraceae_bacterium_oral_taxon_500	SGB24947
